Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A877165,Ghandi,5/12/2023 18:03,23-May,3/24/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Blue/White
A876654,*Ayla,5/12/2023 18:29,23-May,3/17/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White
A880677,A880677,5/12/2023 18:52,23-May,4/20/2023,Transfer,Partner,Dog,Intact Male,3 weeks,Chihuahua Shorthair Mix,Tan/White
A880680,A880680,5/12/2023 18:53,23-May,4/20/2023,Transfer,Partner,Dog,Intact Female,3 weeks,Chihuahua Shorthair Mix,Black/White
A880678,A880678,5/12/2023 18:53,23-May,4/20/2023,Transfer,Partner,Dog,Intact Male,3 weeks,Chihuahua Shorthair Mix,White/Tan
A880679,A880679,5/12/2023 18:53,23-May,4/24/2023,Transfer,Partner,Dog,Intact Female,2 weeks,Chihuahua Shorthair Mix,White/Black
A879309,*Angel,5/12/2023 18:59,23-May,9/24/2022,Adoption,,Dog,Spayed Female,7 months,Chihuahua Shorthair Mix,Tan/White
A876651,Luka,5/12/2023 19:21,23-May,3/17/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Blue Tabby
A811376,Maya Marie,5/12/2023 19:34,23-May,1/2/2018,Return to Owner,,Dog,Spayed Female,5 years,Pit Bull,Brown Brindle
A878838,Penny Lane,5/12/2023 19:40,23-May,7/1/2019,Adoption,,Dog,Spayed Female,3 years,American Pit Bull Terrier,White/Brown
A879060,Lo Mein,5/12/2023 19:46,23-May,11/20/2019,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,White/Brown Tabby
A862821,Arty,5/12/2023 19:51,23-May,8/1/2020,Adoption,,Dog,Neutered Male,2 years,Plott Hound,Brown Brindle/White
A875428,*Schnitzel,5/12/2023 19:56,23-May,2/18/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A880307,,5/12/2023 20:00,23-May,9/7/2022,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Tortie
A879415,,5/12/2023 20:01,23-May,3/3/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A878729,Darby,5/12/2023 20:19,23-May,4/16/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A868963,Catalina,5/12/2023 20:22,23-May,11/10/2020,Adoption,,Dog,Spayed Female,2 years,Catahoula/Pointer,White/Tan
A874298,*Barnabas,5/12/2023 20:25,23-May,2/9/2021,Adoption,,Dog,Neutered Male,2 years,Anatol Shepherd,Fawn
A876950,Jormungandr,5/12/2023 20:26,23-May,3/9/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A879417,,5/12/2023 20:50,23-May,2/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Lynx Point
A879507,Khaleesi,5/13/2023 11:32,23-May,3/29/2023,Adoption,Foster,Dog,Spayed Female,1 month,Siberian Husky/Labrador Retriever,Tan/White
A878293,*Tony Stark,5/13/2023 11:53,23-May,3/8/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A878294,*Bruce Wayne,5/13/2023 11:53,23-May,3/8/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A876649,Jersey,5/13/2023 12:07,23-May,3/17/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Black/White
A866253,Shead,5/13/2023 12:36,23-May,9/27/2021,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Tan
A878536,Sue,5/13/2023 13:21,23-May,9/1/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White
A879033,*Timone,5/13/2023 13:48,23-May,10/20/2021,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Blue/White
A879100,Frenchy,5/13/2023 13:50,23-May,4/21/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Black
A781500,Luna Jane,5/13/2023 15:11,23-May,3/1/2017,Adoption,,Dog,Spayed Female,6 years,Staffordshire,Black/White
A880715,188 Grams,5/13/2023 15:18,23-May,4/29/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby/White
A880716,198 Grams,5/13/2023 15:18,23-May,4/29/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico/White
A880718,192 Grams,5/13/2023 15:18,23-May,4/29/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Flame Point
A880719,208 Grams,5/13/2023 15:18,23-May,4/29/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby/White
A880699,Lilo,5/13/2023 15:21,23-May,11/13/2020,Return to Owner,,Dog,Intact Male,2 years,Pug,Tan/Black
A878195,*Little Bo Peep,5/13/2023 15:28,23-May,4/8/2021,Adoption,,Dog,Spayed Female,2 years,Golden Retriever/Great Pyrenees,White/Cream
A873235,*Sesame,5/13/2023 15:35,23-May,1/22/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black
A870094,Calahan,5/13/2023 16:01,23-May,6/1/2021,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,White/Brown
A880712,,5/13/2023 16:26,23-May,5/9/2023,Transfer,Partner,Dog,Intact Male,4 days,Chihuahua Shorthair Mix,White
A879410,*Libby,5/13/2023 17:02,23-May,4/25/2020,Adoption,,Dog,Spayed Female,3 years,German Shepherd,Tan/Black
A878310,*Noel,5/13/2023 17:05,23-May,2/10/2023,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A880742,179 Grams,5/13/2023 17:31,23-May,5/2/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Black/White
A880741,170 Grams,5/13/2023 17:31,23-May,5/2/2023,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
A880740,151 Grams,5/13/2023 17:31,23-May,5/2/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Black/White
A880444,Sister,5/13/2023 18:12,23-May,5/9/2015,Return to Owner,,Dog,Spayed Female,8 years,Boston Terrier,Chocolate/White
A879804,Coco,5/13/2023 18:52,23-May,11/27/2022,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Chocolate/White
A878171,*Romo,5/13/2023 19:06,23-May,11/9/2022,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/Brown Brindle
A867525,Bayou,5/14/2023 11:15,23-May,10/19/2017,Adoption,,Dog,Spayed Female,5 years,Boxer Mix,Black Brindle
A875642,*Sylvan,5/14/2023 11:44,23-May,12/18/2022,Adoption,,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Tan/Black
A880376,Benji,5/14/2023 11:59,23-May,2/26/2023,Adoption,,Dog,Intact Male,2 months,Labrador Retriever Mix,Brown/White
A855051,Ruffles,5/14/2023 11:59,23-May,4/12/2021,Return to Owner,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Brown/Black
A880539,,5/14/2023 12:20,23-May,5/10/2020,Transfer,Partner,Cat,Intact Female,3 years,Domestic Shorthair,Brown Tabby
A876401,Flutie,5/14/2023 13:02,23-May,5/21/2022,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever Mix,Brown Brindle/White
A880590,Cholula,5/14/2023 13:07,23-May,3/19/2023,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White
A879710,Saphire,5/14/2023 14:24,23-May,4/29/2019,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever,Black
A877984,Cash,5/14/2023 14:35,23-May,4/5/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A880100,,5/14/2023 15:00,23-May,3/4/2023,Transfer,Partner,Dog,Intact Female,2 months,Australian Cattle Dog,Black/White
A879661,*Franny,5/14/2023 15:53,23-May,11/29/2021,Adoption,,Dog,Spayed Female,1 year,Catahoula/Labrador Retriever,White/Brown
A874453,*Dante,5/14/2023 15:57,23-May,12/5/2022,Adoption,,Dog,Neutered Male,5 months,Boxer,Brown/White
A853117,*Lambert,5/14/2023 16:05,23-May,6/23/2017,Adoption,,Dog,Neutered Male,5 years,Pit Bull,Blue
A869729,*Cordelia,5/14/2023 17:41,23-May,11/23/2016,Adoption,,Dog,Spayed Female,6 years,Australian Kelpie Mix,Brown
A832259,Nanette,5/14/2023 18:05,23-May,4/10/2018,Adoption,,Dog,Spayed Female,5 years,Great Pyrenees/Boxer,White
A880799,A880799,5/14/2023 18:29,23-May,5/5/2023,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Calico
A878470,Archie,5/14/2023 18:52,23-May,10/12/2018,Adoption,,Dog,Neutered Male,4 years,Dachshund,Black/Brown Brindle
A876806,*Bagheera,5/14/2023 19:20,23-May,3/20/2021,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Black/White
A879571,Roxi,5/14/2023 19:21,23-May,10/12/2022,Adoption,,Dog,Spayed Female,7 months,German Shepherd Mix,Brown/Black
A880608,,5/15/2023 0:00,23-May,5/11/2018,Transfer,Partner,Dog,Intact Female,5 years,Yorkshire Terrier Mix,Tan/Brown
A880607,,5/15/2023 0:00,23-May,5/11/2021,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White
A880653,A880653,5/15/2023 9:21,23-May,5/12/2020,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,Black/White
A880652,,5/15/2023 9:22,23-May,5/12/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Medium Hair,Torbie
A880371,*Effie Perine,5/15/2023 9:22,23-May,5/8/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A880827,Max,5/15/2023 12:40,23-May,5/15/2022,Return to Owner,,Dog,Intact Male,1 year,Siberian Husky,Black/White
A879838,Bailey,5/15/2023 13:08,23-May,5/1/2020,Return to Owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
A878144,*Benny,5/15/2023 13:09,23-May,11/11/2022,Adoption,,Dog,Neutered Male,6 months,Pit Bull,Black/White
A880306,,5/15/2023 14:01,23-May,5/7/2018,Transfer,Partner,Dog,Neutered Male,5 years,Miniature Schnauzer,Black/Brown
A880509,,5/15/2023 14:01,23-May,5/10/2022,Transfer,Partner,Dog,Intact Female,1 year,Shih Tzu/Boston Terrier,Brown Brindle/White
A879888,Molly,5/15/2023 15:07,23-May,12/18/2022,Adoption,,Dog,Intact Female,4 months,Labrador Retriever,Chocolate/White
A880661,Princess,5/15/2023 15:08,23-May,5/12/2021,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,White/Black
A652793,Chino,5/15/2023 15:16,23-May,4/29/2011,Adoption,Foster,Dog,Neutered Male,12 years,Bichon Frise/Cocker Spaniel,White
A880455,,5/15/2023 16:30,23-May,3/9/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A880920,Boots,5/15/2023 16:32,23-May,5/15/2008,Return to Owner,,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Black/White
A880127,,5/15/2023 16:33,23-May,12/4/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby
A870065,*Poppy,5/15/2023 16:34,23-May,11/30/2020,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,Tricolor
A880416,*Captain Nomnom,5/15/2023 16:37,23-May,3/9/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A880154,*Luda,5/15/2023 17:07,23-May,5/5/2022,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan
A879594,*Norman,5/15/2023 17:19,23-May,4/28/2019,Adoption,,Dog,Neutered Male,4 years,Boxer Mix,White/Brown
A880681,,5/15/2023 17:26,23-May,3/5/2023,Adoption,,Cat,Spayed Female,2 months,Siamese,Lynx Point
A879895,*Radio,5/15/2023 17:39,23-May,5/5/2022,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Black/White
A879599,Zeus,5/15/2023 18:09,23-May,4/28/2022,Adoption,,Dog,Neutered Male,1 year,Doberman Pinsch/German Shepherd,Black/Brown
A878495,Canela,5/15/2023 18:13,23-May,10/12/2021,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black
A869579,*Sonita,5/15/2023 18:35,23-May,11/21/2019,Adoption,,Dog,Spayed Female,3 years,Black Mouth Cur Mix,Brown/White
A880456,,5/15/2023 18:47,23-May,3/9/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A880862,198 Grams,5/15/2023 19:45,23-May,5/9/2023,Transfer,Partner,Cat,Intact Female,6 days,Domestic Shorthair,Blue/White
A880916,,5/15/2023 19:46,23-May,4/26/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A878430,*Forrest,5/16/2023 0:00,23-May,3/4/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange/White
A878806,*Spice,5/16/2023 0:00,23-May,3/8/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A875389,*Bailey,5/16/2023 0:00,23-May,2/26/2018,Adoption,Foster,Dog,Neutered Male,5 years,Border Collie Mix,Black/White
A876726,*Bud,5/16/2023 0:00,23-May,3/4/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A879179,*Amelia,5/16/2023 0:00,23-May,3/11/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A878429,*Jenny,5/16/2023 0:00,23-May,3/4/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A876329,*Horchata,5/16/2023 0:00,23-May,9/13/2021,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A875427,*Kaese,5/16/2023 0:00,23-May,2/18/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A838760,Perdita,5/16/2023 0:00,23-May,7/12/2019,Adoption,Foster,Dog,Spayed Female,3 years,Great Pyrenees/Border Collie,White/Black
A875426,*Bratwurst,5/16/2023 0:00,23-May,2/18/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A878805,*Sugar,5/16/2023 0:00,23-May,3/8/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A876725,*Sissy,5/16/2023 0:00,23-May,3/4/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A878295,*Peter Parker,5/16/2023 0:00,23-May,3/8/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A877438,Hercules,5/16/2023 7:59,23-May,12/27/2022,Adoption,,Dog,Neutered Male,4 months,Black Mouth Cur Mix,Tan/White
A793396,Piki,5/16/2023 11:15,23-May,3/13/2017,Return to Owner,,Dog,Intact Male,6 years,Staffordshire Mix,Blue/White
A880960,,5/16/2023 13:08,23-May,5/16/2020,Return to Owner,,Dog,Intact Female,3 years,Miniature Poodle,Apricot
A880844,Misty,5/16/2023 13:54,23-May,5/15/2015,Return to Owner,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue
A880743,Milo,5/16/2023 14:13,23-May,5/14/2021,Return to Owner,,Dog,Intact Male,2 years,Pit Bull,White/Black
A879207,*Sparky,5/16/2023 14:20,23-May,2/23/2023,Transfer,Partner,Dog,Intact Male,2 months,Dalmatian Mix,White/Black
A880969,157 Grams,5/16/2023 14:36,23-May,5/5/2023,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie
A880924,,5/16/2023 14:37,23-May,4/17/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A880971,147 Grams,5/16/2023 14:37,23-May,5/5/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby
A880970,181 Grams,5/16/2023 14:37,23-May,5/5/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby
A880972,193 Grams,5/16/2023 14:37,23-May,5/5/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby
A878373,Milo,5/16/2023 14:41,23-May,4/11/2020,Adoption,,Dog,Neutered Male,3 years,Siberian Husky,White
A880656,,5/16/2023 15:53,23-May,4/5/2023,Transfer,Partner,Dog,Intact Male,1 month,Miniature Schnauzer,White
A880992,,5/16/2023 16:01,23-May,3/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Tan
A880847,Ginger,5/16/2023 16:02,23-May,5/15/2022,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A880993,,5/16/2023 16:03,23-May,3/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Tan
A880994,,5/16/2023 16:04,23-May,3/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Cream
A880995,,5/16/2023 16:08,23-May,3/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Cream
A880997,,5/16/2023 16:09,23-May,3/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Black/Tan
A880998,,5/16/2023 16:10,23-May,3/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Black/Tan
A881002,344 Grams,5/16/2023 16:21,23-May,4/24/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair,Brown Tabby
A878003,*Colette,5/16/2023 17:14,23-May,4/5/2021,Adoption,,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,White/Brown Brindle
A879186,Paco,5/16/2023 17:16,23-May,2/22/2023,Adoption,,Dog,Neutered Male,2 months,Black Mouth Cur,Tan/Black
A879836,*Bubbles,5/16/2023 17:27,23-May,5/1/2021,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Blue Point
A876296,,5/16/2023 17:32,23-May,3/13/2020,Transfer,Partner,Dog,Intact Female,3 years,Pit Bull Mix,Blue/White
A880395,*Honeydew,5/16/2023 19:10,23-May,5/8/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby/White
A880490,A880490,5/16/2023 19:12,23-May,12/1/2022,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,White/Brown
A799309,Kermit,5/17/2023 11:57,23-May,7/7/2017,Adoption,,Dog,Neutered Male,5 years,Pit Bull,White/Brown
A866608,*Yoyo,5/17/2023 12:40,23-May,10/3/2020,Adoption,,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Brown
A879377,Buddy,5/17/2023 13:23,23-May,8/25/2021,Adoption,,Dog,Neutered Male,1 year,Collie Smooth,Brown/White
A766708,Buck,5/17/2023 13:53,23-May,2/15/2017,Adoption,Foster,Dog,Neutered Male,6 years,Pit Bull Mix,White/Blue
A880846,Mr.Puppy,5/17/2023 14:01,23-May,5/15/2022,Return to Owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/Tricolor
A878704,*Wendall,5/17/2023 14:02,23-May,11/9/2022,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Black/White
A880898,,5/17/2023 14:44,23-May,5/15/2021,Transfer,Partner,Dog,Intact Female,2 years,Miniature Poodle/Yorkshire Terrier,White
A880624,*Karen,5/17/2023 15:08,23-May,5/11/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A874504,*Harvey,5/17/2023 15:34,23-May,2/13/2020,Adoption,,Dog,Neutered Male,3 years,Pit Bull,Blue/White
A876173,Ella,5/17/2023 15:47,23-May,3/10/2022,Adoption,,Dog,Spayed Female,1 year,German Shepherd,Black/Tan
A880721,A880721,5/17/2023 15:58,23-May,3/13/2023,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Lilac Point
A880621,*Georgia,5/17/2023 16:07,23-May,5/11/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A880722,A880722,5/17/2023 16:12,23-May,3/13/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie
A740928,Red,5/17/2023 16:26,23-May,10/25/2016,Transfer,Partner,Dog,Neutered Male,6 years,German Shepherd/Siberian Husky,Brown/Black
A839828,Max,5/17/2023 16:26,23-May,11/28/2019,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull,Blue/Tan
A880271,*Van Damme,5/17/2023 16:29,23-May,5/6/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A880961,,5/17/2023 16:46,23-May,5/16/2021,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever,Black/Black
A880565,Ebony,5/17/2023 17:10,23-May,5/10/2022,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A879521,Bruno,5/17/2023 18:01,23-May,2/26/2023,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair,Tan/Brown
A879095,Rizzo,5/17/2023 18:03,23-May,4/21/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A880454,*Carina,5/17/2023 18:11,23-May,5/9/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A872886,Luna,5/17/2023 18:16,23-May,1/17/2021,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle/White
A878545,*Rouche,5/17/2023 18:17,23-May,4/13/2021,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Blue
A880958,Omete,5/18/2023 11:09,23-May,5/16/2022,Return to Owner,,Dog,Intact Male,1 year,Pit Bull,Chocolate/White
A865128,Phattie,5/18/2023 11:23,23-May,6/7/2022,Return to Owner,,Dog,Intact Female,11 months,Rottweiler/Chinese Sharpei,Black/Tan
A880671,Cream Puff,5/18/2023 11:47,23-May,3/12/2023,Transfer,Partner,Dog,Intact Male,2 months,Border Terrier Mix,Cream/White
A880758,Bretito,5/18/2023 11:48,23-May,11/14/2008,Transfer,Partner,Dog,Neutered Male,14 years,Maltese,Tan
A844842,Rollo,5/18/2023 13:08,23-May,10/21/2020,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Brown/Black
A881172,235 Grams,5/18/2023 13:22,23-May,4/26/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Gray Tabby
A881173,285 Grams,5/18/2023 13:22,23-May,4/26/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico/Gray
A873231,*Curry,5/18/2023 13:25,23-May,1/22/2021,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Blue
A880853,,5/18/2023 13:25,23-May,7/16/2022,Transfer,Partner,Cat,Intact Male,10 months,Domestic Shorthair,Brown Tabby
A880829,,5/18/2023 13:25,23-May,5/15/2021,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor
A880865,,5/18/2023 13:26,23-May,5/16/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Black
A880874,,5/18/2023 13:26,23-May,5/16/2020,Transfer,Partner,Cat,Intact Female,3 years,Domestic Medium Hair,Black
A880875,,5/18/2023 13:27,23-May,7/16/2022,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,Brown Tabby
A880351,Coco,5/18/2023 14:50,23-May,5/8/2021,Transfer,Partner,Dog,Intact Male,2 years,Rottweiler,Black/Brown
A880028,*King Charles,5/18/2023 15:56,23-May,5/4/2022,Adoption,,Dog,Neutered Male,1 year,Pointer Mix,Tan/White
A878194,Cleo,5/18/2023 16:14,23-May,2/8/2023,Adoption,Foster,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A881097,A881097,5/18/2023 16:30,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A881096,A881096,5/18/2023 16:30,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A881095,A881095,5/18/2023 16:30,23-May,5/17/2021,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White
A881101,A881101,5/18/2023 16:31,23-May,4/17/2023,Transfer,Partner,Dog,Intact Female,4 weeks,Pit Bull Mix,Brown/White
A881098,A881098,5/18/2023 16:31,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A881099,A881099,5/18/2023 16:31,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A881100,A881100,5/18/2023 16:31,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A881102,A881102,5/18/2023 16:32,23-May,4/17/2023,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown/White
A880554,,5/18/2023 17:11,23-May,3/10/2023,Transfer,Partner,Dog,Intact Female,2 months,Plott Hound,Chocolate/Cream
A881075,,5/18/2023 17:12,23-May,4/10/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,White/Tan
A881074,,5/18/2023 17:12,23-May,4/10/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,White/Tan
A881088,,5/18/2023 17:15,23-May,4/11/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A880109,Angel,5/18/2023 17:21,23-May,3/8/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A877976,Nox,5/18/2023 17:52,23-May,2/5/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black Tabby
A880600,Panchito,5/18/2023 17:59,23-May,3/21/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby
A881126,Canela,5/18/2023 18:06,23-May,5/17/2010,Transfer,Partner,Dog,Spayed Female,13 years,German Shepherd Mix,Sable/Tan
A878631,Boggi,5/18/2023 18:06,23-May,4/14/2014,Transfer,Partner,Dog,Neutered Male,9 years,German Shepherd,Black/Tan
